1.274671849687827353e-02 4.383824511406846924e-01 1.144562983382104576e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
6.781016770502781288e-01 6.452740298026700405e-02 2.962357395990942721e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-1.823924966203814002e-01 1.246250331786149107e-01 6.950905976083306959e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-2.876784621114416574e-01 -5.458754444318214549e-01 1.220556608393554426e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
5.637840409185297663e-02 2.301364808232333470e-01 -4.746621718593281303e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
1.749818628283247510e-02 6.228417051704054908e-01 -3.406870521054826684e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
1.530366239631648084e-01 4.172450932102561016e-01 4.506256175324093172e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
3.964979677824255755e-01 2.681503090131681644e-01 -3.524597786119089693e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-3.117109714604690551e-02 2.231591583146383950e-01 -5.566073165122648048e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
5.226662846594806178e-01 2.671865303336204769e-02 -3.382376184001372188e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
5.908833369191258678e-01 -2.851484765089600248e-01 2.000024471884614130e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-4.649516285586350328e-01 -1.782821791946868351e-01 -9.323836793370243736e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-3.374232649932412120e-01 3.440983594447057092e-02 -5.780331300320868948e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
