1;2
2;2.82842712474619029094924371748
3;3.061467458920718698323071294
4;3.12144515225805285751903284108
5;3.13654849054594064838852318644
6;3.14033115695473918904667698371
7;3.14127725093275689260963190463
8;3.14151380114414546795842397842
9;3.14157294036788270474858109083
10;3.14158772527996088541613062262
11;3.14159142150463521758751994639
12;3.14159234561107680860914115328
13;3.14159257654500434497890637431
14;3.14159263346324824084376814426
15;3.14159265480758920219273022667
16;3.14159264532121529356345490669
17;3.14159260737571965904635362676
18;3.14159291093967274477449791448
19;3.14159412519519110063015432388
20;3.14159655370481960545703259413
21;3.14159655370481960545703259413
22;3.1416742650217575061333263875
23;3.14182968188920153096432841267
24;3.14245127249413380710052479117
25;3.14245127249413380710052479117
26;3.1622776601683795227870632516
27;3.1622776601683795227870632516
28;3.46410161513775438635320824687
29;4
30;0
